"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CPI","TOT","AGRWTH","M","1957-07",1.5625,
"PRT","CPI","TOT","AGRWTH","M","1957-08",3.631011,
"PRT","CPI","TOT","AGRWTH","M","1957-09",2.504817,
"PRT","CPI","TOT","AGRWTH","M","1957-10",2.588686,
"PRT","CPI","TOT","AGRWTH","M","1957-11",2.64151,
"PRT","CPI","TOT","AGRWTH","M","1957-12",1.416431,
"PRT","CPI","TOT","AGRWTH","M","1958-01",0.4725898,
"PRT","CPI","TOT","AGRWTH","M","1958-02",0.3762935,
"PRT","CPI","TOT","AGRWTH","M","1958-03",2.075472,
"PRT","CPI","TOT","AGRWTH","M","1958-04",2.661597,
"PRT","CPI","TOT","AGRWTH","M","1958-05",2.514507,
"PRT","CPI","TOT","AGRWTH","M","1958-06",2.804642,
"PRT","CPI","TOT","AGRWTH","M","1958-07",2.596154,
"PRT","CPI","TOT","AGRWTH","M","1958-08",1.420455,
"PRT","CPI","TOT","AGRWTH","M","1958-09",1.033835,
"PRT","CPI","TOT","AGRWTH","M","1958-10",1.214953,
"PRT","CPI","TOT","AGRWTH","M","1958-11",0.5514706,
"PRT","CPI","TOT","AGRWTH","M","1958-12",1.582868,
"PRT","CPI","TOT","AGRWTH","M","1959-01",2.728128,
"PRT","CPI","TOT","AGRWTH","M","1959-02",1.780694,
"PRT","CPI","TOT","AGRWTH","M","1959-03",1.386322,
"PRT","CPI","TOT","AGRWTH","M","1959-04",-0.8333333,
"PRT","CPI","TOT","AGRWTH","M","1959-05",0.1886792,
"PRT","CPI","TOT","AGRWTH","M","1959-06",-0.8466604,
"PRT","CPI","TOT","AGRWTH","M","1959-07",0.5623243,
"PRT","CPI","TOT","AGRWTH","M","1959-08",0.7469655,
"PRT","CPI","TOT","AGRWTH","M","1959-09",1.116279,
"PRT","CPI","TOT","AGRWTH","M","1959-10",1.66205,
"PRT","CPI","TOT","AGRWTH","M","1959-11",1.553931,
"PRT","CPI","TOT","AGRWTH","M","1959-12",2.474794,
"PRT","CPI","TOT","AGRWTH","M","1960-01",2.472528,
"PRT","CPI","TOT","AGRWTH","M","1960-02",3.683241,
"PRT","CPI","TOT","AGRWTH","M","1960-03",3.646308,
"PRT","CPI","TOT","AGRWTH","M","1960-04",4.014939,
"PRT","CPI","TOT","AGRWTH","M","1960-05",3.86064,
"PRT","CPI","TOT","AGRWTH","M","1960-06",5.313093,
"PRT","CPI","TOT","AGRWTH","M","1960-07",2.982293,
"PRT","CPI","TOT","AGRWTH","M","1960-08",3.058387,
"PRT","CPI","TOT","AGRWTH","M","1960-09",2.115915,
"PRT","CPI","TOT","AGRWTH","M","1960-10",2.08901,
"PRT","CPI","TOT","AGRWTH","M","1960-11",2.250225,
"PRT","CPI","TOT","AGRWTH","M","1960-12",1.252236,
"PRT","CPI","TOT","AGRWTH","M","1961-01",0.2680965,
"PRT","CPI","TOT","AGRWTH","M","1961-02",0.08880994,
"PRT","CPI","TOT","AGRWTH","M","1961-03",-0.9674582,
"PRT","CPI","TOT","AGRWTH","M","1961-04",0.7181329,
"PRT","CPI","TOT","AGRWTH","M","1961-05",1.631913,
"PRT","CPI","TOT","AGRWTH","M","1961-06",0.7207207,
"PRT","CPI","TOT","AGRWTH","M","1961-07",1.809955,
"PRT","CPI","TOT","AGRWTH","M","1961-08",2.967626,
"PRT","CPI","TOT","AGRWTH","M","1961-09",3.873874,
"PRT","CPI","TOT","AGRWTH","M","1961-10",3.202847,
"PRT","CPI","TOT","AGRWTH","M","1961-11",2.552817,
"PRT","CPI","TOT","AGRWTH","M","1961-12",1.766784,
"PRT","CPI","TOT","AGRWTH","M","1962-01",2.495544,
"PRT","CPI","TOT","AGRWTH","M","1962-02",2.573203,
"PRT","CPI","TOT","AGRWTH","M","1962-03",3.907638,
"PRT","CPI","TOT","AGRWTH","M","1962-04",4.010695,
"PRT","CPI","TOT","AGRWTH","M","1962-05",2.765388,
"PRT","CPI","TOT","AGRWTH","M","1962-06",3.13059,
"PRT","CPI","TOT","AGRWTH","M","1962-07",3.2,
"PRT","CPI","TOT","AGRWTH","M","1962-08",1.572052,
"PRT","CPI","TOT","AGRWTH","M","1962-09",1.300954,
"PRT","CPI","TOT","AGRWTH","M","1962-10",2.068965,
"PRT","CPI","TOT","AGRWTH","M","1962-11",2.660944,
"PRT","CPI","TOT","AGRWTH","M","1962-12",2.34375,
"PRT","CPI","TOT","AGRWTH","M","1963-01",2.347826,
"PRT","CPI","TOT","AGRWTH","M","1963-02",3.200692,
"PRT","CPI","TOT","AGRWTH","M","1963-03",3.504273,
"PRT","CPI","TOT","AGRWTH","M","1963-04",2.656384,
"PRT","CPI","TOT","AGRWTH","M","1963-05",2.430556,
"PRT","CPI","TOT","AGRWTH","M","1963-06",1.647875,
"PRT","CPI","TOT","AGRWTH","M","1963-07",-0.6890612,
"PRT","CPI","TOT","AGRWTH","M","1963-08",1.547721,
"PRT","CPI","TOT","AGRWTH","M","1963-09",1.027397,
"PRT","CPI","TOT","AGRWTH","M","1963-10",1.097973,
"PRT","CPI","TOT","AGRWTH","M","1963-11",2.424749,
"PRT","CPI","TOT","AGRWTH","M","1963-12",3.053435,
"PRT","CPI","TOT","AGRWTH","M","1964-01",2.293968,
"PRT","CPI","TOT","AGRWTH","M","1964-02",1.676446,
"PRT","CPI","TOT","AGRWTH","M","1964-03",1.981833,
"PRT","CPI","TOT","AGRWTH","M","1964-04",2.754591,
"PRT","CPI","TOT","AGRWTH","M","1964-05",3.389831,
"PRT","CPI","TOT","AGRWTH","M","1964-06",4.43686,
"PRT","CPI","TOT","AGRWTH","M","1964-07",6.157849,
"PRT","CPI","TOT","AGRWTH","M","1964-08",4.572396,
"PRT","CPI","TOT","AGRWTH","M","1964-09",4.661017,
"PRT","CPI","TOT","AGRWTH","M","1964-10",4.010025,
"PRT","CPI","TOT","AGRWTH","M","1964-11",2.204082,
"PRT","CPI","TOT","AGRWTH","M","1964-12",3.374485,
"PRT","CPI","TOT","AGRWTH","M","1965-01",4.23588,
"PRT","CPI","TOT","AGRWTH","M","1965-02",3.050288,
"PRT","CPI","TOT","AGRWTH","M","1965-03",2.834008,
"PRT","CPI","TOT","AGRWTH","M","1965-04",3.005687,
"PRT","CPI","TOT","AGRWTH","M","1965-05",3.360656,
"PRT","CPI","TOT","AGRWTH","M","1965-06",3.267974,
"PRT","CPI","TOT","AGRWTH","M","1965-07",2.696079,
"PRT","CPI","TOT","AGRWTH","M","1965-08",2.672065,
"PRT","CPI","TOT","AGRWTH","M","1965-09",4.291498,
"PRT","CPI","TOT","AGRWTH","M","1965-10",3.453815,
"PRT","CPI","TOT","AGRWTH","M","1965-11",4.872204,
"PRT","CPI","TOT","AGRWTH","M","1965-12",3.343949,
"PRT","CPI","TOT","AGRWTH","M","1966-01",5.01992,
"PRT","CPI","TOT","AGRWTH","M","1966-02",7.12,
"PRT","CPI","TOT","AGRWTH","M","1966-03",5.984252,
"PRT","CPI","TOT","AGRWTH","M","1966-04",5.362776,
"PRT","CPI","TOT","AGRWTH","M","1966-05",5.154639,
"PRT","CPI","TOT","AGRWTH","M","1966-06",3.560127,
"PRT","CPI","TOT","AGRWTH","M","1966-07",4.534606,
"PRT","CPI","TOT","AGRWTH","M","1966-08",4.258675,
"PRT","CPI","TOT","AGRWTH","M","1966-09",4.503106,
"PRT","CPI","TOT","AGRWTH","M","1966-10",6.444099,
"PRT","CPI","TOT","AGRWTH","M","1966-11",4.18888,
"PRT","CPI","TOT","AGRWTH","M","1966-12",4.391371,
"PRT","CPI","TOT","AGRWTH","M","1967-01",3.414264,
"PRT","CPI","TOT","AGRWTH","M","1967-02",3.061986,
"PRT","CPI","TOT","AGRWTH","M","1967-03",4.086181,
"PRT","CPI","TOT","AGRWTH","M","1967-04",3.967066,
"PRT","CPI","TOT","AGRWTH","M","1967-05",3.167421,
"PRT","CPI","TOT","AGRWTH","M","1967-06",4.889228,
"PRT","CPI","TOT","AGRWTH","M","1967-07",5.479452,
"PRT","CPI","TOT","AGRWTH","M","1967-08",7.034796,
"PRT","CPI","TOT","AGRWTH","M","1967-09",7.578009,
"PRT","CPI","TOT","AGRWTH","M","1967-10",6.272794,
"PRT","CPI","TOT","AGRWTH","M","1967-11",7.821638,
"PRT","CPI","TOT","AGRWTH","M","1967-12",9.372694,
"PRT","CPI","TOT","AGRWTH","M","1968-01",8.877476,
"PRT","CPI","TOT","AGRWTH","M","1968-02",7.898551,
"PRT","CPI","TOT","AGRWTH","M","1968-03",6.709493,
"PRT","CPI","TOT","AGRWTH","M","1968-04",7.12743,
"PRT","CPI","TOT","AGRWTH","M","1968-05",8.187135,
"PRT","CPI","TOT","AGRWTH","M","1968-06",7.064822,
"PRT","CPI","TOT","AGRWTH","M","1968-07",6.204906,
"PRT","CPI","TOT","AGRWTH","M","1968-08",4.946997,
"PRT","CPI","TOT","AGRWTH","M","1968-09",4.005525,
"PRT","CPI","TOT","AGRWTH","M","1968-10",3.77488,
"PRT","CPI","TOT","AGRWTH","M","1968-11",4.745763,
"PRT","CPI","TOT","AGRWTH","M","1968-12",3.981107,
"PRT","CPI","TOT","AGRWTH","M","1969-01",4.514825,
"PRT","CPI","TOT","AGRWTH","M","1969-02",7.454668,
"PRT","CPI","TOT","AGRWTH","M","1969-03",8.227425,
"PRT","CPI","TOT","AGRWTH","M","1969-04",8.064516,
"PRT","CPI","TOT","AGRWTH","M","1969-05",10,
"PRT","CPI","TOT","AGRWTH","M","1969-06",8.77551,
"PRT","CPI","TOT","AGRWTH","M","1969-07",9.23913,
"PRT","CPI","TOT","AGRWTH","M","1969-08",8.215488,
"PRT","CPI","TOT","AGRWTH","M","1969-09",8.831342,
"PRT","CPI","TOT","AGRWTH","M","1969-10",10.78042,
"PRT","CPI","TOT","AGRWTH","M","1969-11",10.42071,
"PRT","CPI","TOT","AGRWTH","M","1969-12",10.70733,
"PRT","CPI","TOT","AGRWTH","M","1970-01",10.6383,
"PRT","CPI","TOT","AGRWTH","M","1970-02",5.875,
"PRT","CPI","TOT","AGRWTH","M","1970-03",6.922126,
"PRT","CPI","TOT","AGRWTH","M","1970-04",6.965174,
"PRT","CPI","TOT","AGRWTH","M","1970-05",4.484029,
"PRT","CPI","TOT","AGRWTH","M","1970-06",6.754221,
"PRT","CPI","TOT","AGRWTH","M","1970-07",6.965174,
"PRT","CPI","TOT","AGRWTH","M","1970-08",7.902925,
"PRT","CPI","TOT","AGRWTH","M","1970-09",6.894448,
"PRT","CPI","TOT","AGRWTH","M","1970-10",5.19403,
"PRT","CPI","TOT","AGRWTH","M","1970-11",3.868699,
"PRT","CPI","TOT","AGRWTH","M","1970-12",4.572098,
"PRT","CPI","TOT","AGRWTH","M","1971-01",5.944056,
"PRT","CPI","TOT","AGRWTH","M","1971-02",7.792208,
"PRT","CPI","TOT","AGRWTH","M","1971-03",8.208093,
"PRT","CPI","TOT","AGRWTH","M","1971-04",10.2907,
"PRT","CPI","TOT","AGRWTH","M","1971-05",12.05173,
"PRT","CPI","TOT","AGRWTH","M","1971-06",12.30228,
"PRT","CPI","TOT","AGRWTH","M","1971-07",12.26744,
"PRT","CPI","TOT","AGRWTH","M","1971-08",11.76471,
"PRT","CPI","TOT","AGRWTH","M","1971-09",14.15525,
"PRT","CPI","TOT","AGRWTH","M","1971-10",15.38025,
"PRT","CPI","TOT","AGRWTH","M","1971-11",17.55079,
"PRT","CPI","TOT","AGRWTH","M","1971-12",15.19058,
"PRT","CPI","TOT","AGRWTH","M","1972-01",13.75138,
"PRT","CPI","TOT","AGRWTH","M","1972-02",15.22453,
"PRT","CPI","TOT","AGRWTH","M","1972-03",13.56838,
"PRT","CPI","TOT","AGRWTH","M","1972-04",11.54454,
"PRT","CPI","TOT","AGRWTH","M","1972-05",14.48059,
"PRT","CPI","TOT","AGRWTH","M","1972-06",10.95462,
"PRT","CPI","TOT","AGRWTH","M","1972-07",10.87519,
"PRT","CPI","TOT","AGRWTH","M","1972-08",9.95872,
"PRT","CPI","TOT","AGRWTH","M","1972-09",8.35,
"PRT","CPI","TOT","AGRWTH","M","1972-10",7.230693,
"PRT","CPI","TOT","AGRWTH","M","1972-11",5.280845,
"PRT","CPI","TOT","AGRWTH","M","1972-12",8.175182,
"PRT","CPI","TOT","AGRWTH","M","1973-01",9.574468,
"PRT","CPI","TOT","AGRWTH","M","1973-02",11.07414,
"PRT","CPI","TOT","AGRWTH","M","1973-03",8.889935,
"PRT","CPI","TOT","AGRWTH","M","1973-04",10.2552,
"PRT","CPI","TOT","AGRWTH","M","1973-05",8.936755,
"PRT","CPI","TOT","AGRWTH","M","1973-06",12.03573,
"PRT","CPI","TOT","AGRWTH","M","1973-07",11.95703,
"PRT","CPI","TOT","AGRWTH","M","1973-08",13.74941,
"PRT","CPI","TOT","AGRWTH","M","1973-09",15.08999,
"PRT","CPI","TOT","AGRWTH","M","1973-10",16.6055,
"PRT","CPI","TOT","AGRWTH","M","1973-11",17.05426,
"PRT","CPI","TOT","AGRWTH","M","1973-12",19.88304,
"PRT","CPI","TOT","AGRWTH","M","1974-01",19.37334,
"PRT","CPI","TOT","AGRWTH","M","1974-02",23.23228,
"PRT","CPI","TOT","AGRWTH","M","1974-03",28.72152,
"PRT","CPI","TOT","AGRWTH","M","1974-04",26.70819,
"PRT","CPI","TOT","AGRWTH","M","1974-05",25.51424,
"PRT","CPI","TOT","AGRWTH","M","1974-06",25.49785,
"PRT","CPI","TOT","AGRWTH","M","1974-07",25.80746,
"PRT","CPI","TOT","AGRWTH","M","1974-08",28.82467,
"PRT","CPI","TOT","AGRWTH","M","1974-09",31.26894,
"PRT","CPI","TOT","AGRWTH","M","1974-10",25.27903,
"PRT","CPI","TOT","AGRWTH","M","1974-11",22.62179,
"PRT","CPI","TOT","AGRWTH","M","1974-12",18.55917,
"PRT","CPI","TOT","AGRWTH","M","1975-01",22.17334,
"PRT","CPI","TOT","AGRWTH","M","1975-02",12.97521,
"PRT","CPI","TOT","AGRWTH","M","1975-03",14.73642,
"PRT","CPI","TOT","AGRWTH","M","1975-04",14.61353,
"PRT","CPI","TOT","AGRWTH","M","1975-05",13.92102,
"PRT","CPI","TOT","AGRWTH","M","1975-06",17.07123,
"PRT","CPI","TOT","AGRWTH","M","1975-07",16.96922,
"PRT","CPI","TOT","AGRWTH","M","1975-08",11.3186,
"PRT","CPI","TOT","AGRWTH","M","1975-09",11.05053,
"PRT","CPI","TOT","AGRWTH","M","1975-10",13.19133,
"PRT","CPI","TOT","AGRWTH","M","1975-11",14.7448,
"PRT","CPI","TOT","AGRWTH","M","1975-12",21.43126,
"PRT","CPI","TOT","AGRWTH","M","1976-01",23.73064,
"PRT","CPI","TOT","AGRWTH","M","1976-02",21.06803,
"PRT","CPI","TOT","AGRWTH","M","1976-03",18.27358,
"PRT","CPI","TOT","AGRWTH","M","1976-04",12.78539,
"PRT","CPI","TOT","AGRWTH","M","1976-05",9.103642,
"PRT","CPI","TOT","AGRWTH","M","1976-06",12.71244,
"PRT","CPI","TOT","AGRWTH","M","1976-07",21.15385,
"PRT","CPI","TOT","AGRWTH","M","1976-08",25.16261,
"PRT","CPI","TOT","AGRWTH","M","1976-09",23.01146,
"PRT","CPI","TOT","AGRWTH","M","1976-10",28.26015,
"PRT","CPI","TOT","AGRWTH","M","1976-11",29.68699,
"PRT","CPI","TOT","AGRWTH","M","1976-12",27.10918,
"PRT","CPI","TOT","AGRWTH","M","1977-01",18.77183,
"PRT","CPI","TOT","AGRWTH","M","1977-02",26.747,
"PRT","CPI","TOT","AGRWTH","M","1977-03",33.18421,
"PRT","CPI","TOT","AGRWTH","M","1977-04",45.7405,
"PRT","CPI","TOT","AGRWTH","M","1977-05",51.27091,
"PRT","CPI","TOT","AGRWTH","M","1977-06",41.99398,
"PRT","CPI","TOT","AGRWTH","M","1977-07",31.21437,
"PRT","CPI","TOT","AGRWTH","M","1977-08",30.73458,
"PRT","CPI","TOT","AGRWTH","M","1977-09",26.73548,
"PRT","CPI","TOT","AGRWTH","M","1977-10",25.16469,
"PRT","CPI","TOT","AGRWTH","M","1977-11",25.00596,
"PRT","CPI","TOT","AGRWTH","M","1977-12",22.44077,
"PRT","CPI","TOT","AGRWTH","M","1978-01",25.93899,
"PRT","CPI","TOT","AGRWTH","M","1978-02",22.83004,
"PRT","CPI","TOT","AGRWTH","M","1978-03",14.89521,
"PRT","CPI","TOT","AGRWTH","M","1978-04",17.9334,
"PRT","CPI","TOT","AGRWTH","M","1978-05",18.36148,
"PRT","CPI","TOT","AGRWTH","M","1978-06",18.57914,
"PRT","CPI","TOT","AGRWTH","M","1978-07",20.74047,
"PRT","CPI","TOT","AGRWTH","M","1978-08",20.3579,
"PRT","CPI","TOT","AGRWTH","M","1978-09",22.49289,
"PRT","CPI","TOT","AGRWTH","M","1978-10",23.61547,
"PRT","CPI","TOT","AGRWTH","M","1978-11",23.58003,
"PRT","CPI","TOT","AGRWTH","M","1978-12",23.37553,
"PRT","CPI","TOT","AGRWTH","M","1979-01",21.40386,
"PRT","CPI","TOT","AGRWTH","M","1979-02",23.12243,
"PRT","CPI","TOT","AGRWTH","M","1979-03",23.97394,
"PRT","CPI","TOT","AGRWTH","M","1979-04",20.14731,
"PRT","CPI","TOT","AGRWTH","M","1979-05",22.3133,
"PRT","CPI","TOT","AGRWTH","M","1979-06",22.56939,
"PRT","CPI","TOT","AGRWTH","M","1979-07",20.63114,
"PRT","CPI","TOT","AGRWTH","M","1979-08",21.8313,
"PRT","CPI","TOT","AGRWTH","M","1979-09",22.77544,
"PRT","CPI","TOT","AGRWTH","M","1979-10",21.72443,
"PRT","CPI","TOT","AGRWTH","M","1979-11",21.60167,
"PRT","CPI","TOT","AGRWTH","M","1979-12",20.99863,
"PRT","CPI","TOT","AGRWTH","M","1980-01",21.15907,
"PRT","CPI","TOT","AGRWTH","M","1980-02",21.36946,
"PRT","CPI","TOT","AGRWTH","M","1980-03",20.98003,
"PRT","CPI","TOT","AGRWTH","M","1980-04",18.40358,
"PRT","CPI","TOT","AGRWTH","M","1980-05",14.92926,
"PRT","CPI","TOT","AGRWTH","M","1980-06",15.8025,
"PRT","CPI","TOT","AGRWTH","M","1980-07",16.5844,
"PRT","CPI","TOT","AGRWTH","M","1980-08",15.24891,
"PRT","CPI","TOT","AGRWTH","M","1980-09",12.95815,
"PRT","CPI","TOT","AGRWTH","M","1980-10",11.58565,
"PRT","CPI","TOT","AGRWTH","M","1980-11",11.09838,
"PRT","CPI","TOT","AGRWTH","M","1980-12",12.66252,
"PRT","CPI","TOT","AGRWTH","M","1981-01",14.97704,
"PRT","CPI","TOT","AGRWTH","M","1981-02",14.42868,
"PRT","CPI","TOT","AGRWTH","M","1981-03",14.3881,
"PRT","CPI","TOT","AGRWTH","M","1981-04",16.52465,
"PRT","CPI","TOT","AGRWTH","M","1981-05",17.26595,
"PRT","CPI","TOT","AGRWTH","M","1981-06",16.85189,
"PRT","CPI","TOT","AGRWTH","M","1981-07",18.78704,
"PRT","CPI","TOT","AGRWTH","M","1981-08",20.7381,
"PRT","CPI","TOT","AGRWTH","M","1981-09",22.37806,
"PRT","CPI","TOT","AGRWTH","M","1981-10",23.31708,
"PRT","CPI","TOT","AGRWTH","M","1981-11",24,
"PRT","CPI","TOT","AGRWTH","M","1981-12",23.68289,
"PRT","CPI","TOT","AGRWTH","M","1982-01",22.45713,
"PRT","CPI","TOT","AGRWTH","M","1982-02",24.11341,
"PRT","CPI","TOT","AGRWTH","M","1982-03",25.6123,
"PRT","CPI","TOT","AGRWTH","M","1982-04",24.72461,
"PRT","CPI","TOT","AGRWTH","M","1982-05",24.17127,
"PRT","CPI","TOT","AGRWTH","M","1982-06",24.53589,
"PRT","CPI","TOT","AGRWTH","M","1982-07",21.21536,
"PRT","CPI","TOT","AGRWTH","M","1982-08",20.1372,
"PRT","CPI","TOT","AGRWTH","M","1982-09",19.84263,
"PRT","CPI","TOT","AGRWTH","M","1982-10",18.56338,
"PRT","CPI","TOT","AGRWTH","M","1982-11",18.15763,
"PRT","CPI","TOT","AGRWTH","M","1982-12",18.26369,
"PRT","CPI","TOT","AGRWTH","M","1983-01",20.51874,
"PRT","CPI","TOT","AGRWTH","M","1983-02",19.69181,
"PRT","CPI","TOT","AGRWTH","M","1983-03",19.53597,
"PRT","CPI","TOT","AGRWTH","M","1983-04",19.905,
"PRT","CPI","TOT","AGRWTH","M","1983-05",19.59214,
"PRT","CPI","TOT","AGRWTH","M","1983-06",20.45087,
"PRT","CPI","TOT","AGRWTH","M","1983-07",23.06675,
"PRT","CPI","TOT","AGRWTH","M","1983-08",24.7416,
"PRT","CPI","TOT","AGRWTH","M","1983-09",27.21953,
"PRT","CPI","TOT","AGRWTH","M","1983-10",28.73156,
"PRT","CPI","TOT","AGRWTH","M","1983-11",30.54461,
"PRT","CPI","TOT","AGRWTH","M","1983-12",32.19676,
"PRT","CPI","TOT","AGRWTH","M","1984-01",29.89834,
"PRT","CPI","TOT","AGRWTH","M","1984-02",29.30711,
"PRT","CPI","TOT","AGRWTH","M","1984-03",30.99197,
"PRT","CPI","TOT","AGRWTH","M","1984-04",30.66972,
"PRT","CPI","TOT","AGRWTH","M","1984-05",29.76995,
"PRT","CPI","TOT","AGRWTH","M","1984-06",31.46376,
"PRT","CPI","TOT","AGRWTH","M","1984-07",32.16462,
"PRT","CPI","TOT","AGRWTH","M","1984-08",30.5018,
"PRT","CPI","TOT","AGRWTH","M","1984-09",26.72501,
"PRT","CPI","TOT","AGRWTH","M","1984-10",25.5318,
"PRT","CPI","TOT","AGRWTH","M","1984-11",24.71837,
"PRT","CPI","TOT","AGRWTH","M","1984-12",21.18948,
"PRT","CPI","TOT","AGRWTH","M","1985-01",24.15002,
"PRT","CPI","TOT","AGRWTH","M","1985-02",25.43653,
"PRT","CPI","TOT","AGRWTH","M","1985-03",22.8679,
"PRT","CPI","TOT","AGRWTH","M","1985-04",21.91748,
"PRT","CPI","TOT","AGRWTH","M","1985-05",23.3706,
"PRT","CPI","TOT","AGRWTH","M","1985-06",19.90818,
"PRT","CPI","TOT","AGRWTH","M","1985-07",17.2459,
"PRT","CPI","TOT","AGRWTH","M","1985-08",16.08205,
"PRT","CPI","TOT","AGRWTH","M","1985-09",15.86543,
"PRT","CPI","TOT","AGRWTH","M","1985-10",16.04109,
"PRT","CPI","TOT","AGRWTH","M","1985-11",16.00761,
"PRT","CPI","TOT","AGRWTH","M","1985-12",16.83368,
"PRT","CPI","TOT","AGRWTH","M","1986-01",14.61378,
"PRT","CPI","TOT","AGRWTH","M","1986-02",13.13071,
"PRT","CPI","TOT","AGRWTH","M","1986-03",12.69985,
"PRT","CPI","TOT","AGRWTH","M","1986-04",12.9031,
"PRT","CPI","TOT","AGRWTH","M","1986-05",12.04152,
"PRT","CPI","TOT","AGRWTH","M","1986-06",12.23266,
"PRT","CPI","TOT","AGRWTH","M","1986-07",11.85291,
"PRT","CPI","TOT","AGRWTH","M","1986-08",12.02953,
"PRT","CPI","TOT","AGRWTH","M","1986-09",12.36341,
"PRT","CPI","TOT","AGRWTH","M","1986-10",11.96989,
"PRT","CPI","TOT","AGRWTH","M","1986-11",11.19473,
"PRT","CPI","TOT","AGRWTH","M","1986-12",11.21944,
"PRT","CPI","TOT","AGRWTH","M","1987-01",10.0075,
"PRT","CPI","TOT","AGRWTH","M","1987-02",9.850863,
"PRT","CPI","TOT","AGRWTH","M","1987-03",10.06274,
"PRT","CPI","TOT","AGRWTH","M","1987-04",9.212293,
"PRT","CPI","TOT","AGRWTH","M","1987-05",9.824391,
"PRT","CPI","TOT","AGRWTH","M","1987-06",9.183322,
"PRT","CPI","TOT","AGRWTH","M","1987-07",9.528568,
"PRT","CPI","TOT","AGRWTH","M","1987-08",9.675987,
"PRT","CPI","TOT","AGRWTH","M","1987-09",9.527371,
"PRT","CPI","TOT","AGRWTH","M","1987-10",10.05169,
"PRT","CPI","TOT","AGRWTH","M","1987-11",9.528276,
"PRT","CPI","TOT","AGRWTH","M","1987-12",9.204455,
"PRT","CPI","TOT","AGRWTH","M","1988-01",9.126328,
"PRT","CPI","TOT","AGRWTH","M","1988-02",9.371891,
"PRT","CPI","TOT","AGRWTH","M","1988-03",8.642366,
"PRT","CPI","TOT","AGRWTH","M","1988-04",8.501387,
"PRT","CPI","TOT","AGRWTH","M","1988-05",8.750394,
"PRT","CPI","TOT","AGRWTH","M","1988-06",9.613381,
"PRT","CPI","TOT","AGRWTH","M","1988-07",10.1721,
"PRT","CPI","TOT","AGRWTH","M","1988-08",10.43489,
"PRT","CPI","TOT","AGRWTH","M","1988-09",11.25667,
"PRT","CPI","TOT","AGRWTH","M","1988-10",11.00332,
"PRT","CPI","TOT","AGRWTH","M","1988-11",12.15282,
"PRT","CPI","TOT","AGRWTH","M","1988-12",11.95642,
"PRT","CPI","TOT","AGRWTH","M","1989-01",12.33786,
"PRT","CPI","TOT","AGRWTH","M","1989-02",12.28981,
"PRT","CPI","TOT","AGRWTH","M","1989-03",12.49344,
"PRT","CPI","TOT","AGRWTH","M","1989-04",13.21949,
"PRT","CPI","TOT","AGRWTH","M","1989-05",13.03907,
"PRT","CPI","TOT","AGRWTH","M","1989-06",13.20434,
"PRT","CPI","TOT","AGRWTH","M","1989-07",13.33105,
"PRT","CPI","TOT","AGRWTH","M","1989-08",13.70825,
"PRT","CPI","TOT","AGRWTH","M","1989-09",12.79926,
"PRT","CPI","TOT","AGRWTH","M","1989-10",12.36309,
"PRT","CPI","TOT","AGRWTH","M","1989-11",11.83963,
"PRT","CPI","TOT","AGRWTH","M","1989-12",11.69304,
"PRT","CPI","TOT","AGRWTH","M","1990-01",12.37586,
"PRT","CPI","TOT","AGRWTH","M","1990-02",13.36208,
"PRT","CPI","TOT","AGRWTH","M","1990-03",13.0597,
"PRT","CPI","TOT","AGRWTH","M","1990-04",13.2073,
"PRT","CPI","TOT","AGRWTH","M","1990-05",14.20561,
"PRT","CPI","TOT","AGRWTH","M","1990-06",13.77775,
"PRT","CPI","TOT","AGRWTH","M","1990-07",13.52434,
"PRT","CPI","TOT","AGRWTH","M","1990-08",13.01007,
"PRT","CPI","TOT","AGRWTH","M","1990-09",13.96413,
"PRT","CPI","TOT","AGRWTH","M","1990-10",14.63349,
"PRT","CPI","TOT","AGRWTH","M","1990-11",14.3101,
"PRT","CPI","TOT","AGRWTH","M","1990-12",13.99474,
"PRT","CPI","TOT","AGRWTH","M","1991-01",13.74199,
"PRT","CPI","TOT","AGRWTH","M","1991-02",13.15644,
"PRT","CPI","TOT","AGRWTH","M","1991-03",13.1234,
"PRT","CPI","TOT","AGRWTH","M","1991-04",12.60904,
"PRT","CPI","TOT","AGRWTH","M","1991-05",12.23909,
"PRT","CPI","TOT","AGRWTH","M","1991-06",12.65257,
"PRT","CPI","TOT","AGRWTH","M","1991-07",12.36821,
"PRT","CPI","TOT","AGRWTH","M","1991-08",11.77993,
"PRT","CPI","TOT","AGRWTH","M","1991-09",10.81832,
"PRT","CPI","TOT","AGRWTH","M","1991-10",10.23813,
"PRT","CPI","TOT","AGRWTH","M","1991-11",10.06101,
"PRT","CPI","TOT","AGRWTH","M","1991-12",9.875942,
"PRT","CPI","TOT","AGRWTH","M","1992-01",9.408864,
"PRT","CPI","TOT","AGRWTH","M","1992-02",8.829581,
"PRT","CPI","TOT","AGRWTH","M","1992-03",9.262936,
"PRT","CPI","TOT","AGRWTH","M","1992-04",10.15895,
"PRT","CPI","TOT","AGRWTH","M","1992-05",10.31321,
"PRT","CPI","TOT","AGRWTH","M","1992-06",10.01707,
"PRT","CPI","TOT","AGRWTH","M","1992-07",9.987556,
"PRT","CPI","TOT","AGRWTH","M","1992-08",9.757438,
